site_no,station_name,lat,lon,land_surface_alt_ft,land_surface_alt_datum,well_depth_ft,hole_depth_ft,aquifer_code,aquifer,national_aquifer_code,aquifer_type_code,datum,construction_date,huc,distance_from_AOI_center_km,inside_AOI,n_level_obs,period_of_record
254156080214101,G  -3285,25.6992689,-80.3611642,3,NAVD88,60,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.397,N,0,
254156080214102,G  -3285A,25.6992689,-80.3611642,3,NAVD88,23,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.397,N,0,
254156080214002,G  -3923,25.699,-80.3612778,8.20,NGVD29,60.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.422,N,0,
254156080214201,G  -3284,25.6992689,-80.361442,3,NAVD88,60,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.422,N,0,
254156080214202,G  -3284A,25.6992689,-80.361442,3,NAVD88,21,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.422,N,0,
254156080214203,G  -3284B,25.6992689,-80.361442,3,NAVD88,22,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.422,N,0,
255732080104301,G  -1059,25.959259,-80.17838,9.06,NGVD29,10.7,,,,,,NAD83,19600101,03090202,19.428,N,0,
254156080214001,G  -3922,25.6989444,-80.3613333,8.20,NGVD29,30.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.43,N,0,
254154080214101,S  -3013,25.6989056,-80.3613556,7.50,NGVD29,132,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19750614,03090202,19.434,N,0,
254153080213902,G  -3907,25.6982361,-80.3611,7.12,NGVD29,74.6,75,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.449,N,0,
254153080213903,G  -3908,25.6982361,-80.3611028,7.24,NGVD29,56.6,57,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.449,N,0,
254153080213904,G  -3909,25.6982361,-80.3611056,7.20,NGVD29,39.1,40,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.449,N,0,
254153080213901,G  -3879,25.6981944,-80.3610972,7.15,NGVD29,94.1,101,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20091228,03090202,19.451,N,0,
254156080214601,S  -3014,25.6988778,-80.3618111,8.20,NGVD29,132,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19750614,03090202,19.475,N,0,
254151080214301,G  -3878,25.6977083,-80.3620139,7.13,NGVD29,80.5,101.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100112,03090202,19.557,N,0,
254151080214302,G  -3904,25.6977083,-80.3620167,7.16,NGVD29,72.3,73,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100129,03090202,19.557,N,0,
254151080214303,G  -3905,25.6977083,-80.3620194,7.06,NGVD29,33.6,35,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100119,03090202,19.558,N,0,
254151080214304,G  -3906,25.6977083,-80.3620222,7.08,NGVD29,14.4,15,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.558,N,0,
255733080195601,G  -3949 D,25.959275,-80.1656944,12.3,NGVD29,325,349,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.563,N,0,
255733080195602,G  -3949 I,25.959275,-80.1656944,12.3,NGVD29,150.8,349,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.563,N,0,
255733080195603,G  -3949 S,25.959275,-80.1656944,12.33,NGVD29,55,349,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,19.563,N,0,
254156080214801,G  -3292,25.699269,-80.3631087,4,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.567,N,0,
254234080221002,G  -1019A,25.7098242,-80.3692199,7.90,NGVD29,32,,,,,,NAD83,19720101,03090202,19.574,N,0,
254053080210601,G  -1563,25.6817695,-80.3514418,11.64,NGVD29,35,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,19.627,N,0,
254150080215001,G  -3293,25.6976023,-80.3636642,5,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,19.707,N,0,
253812080180401,G  -1536,25.6370486,-80.3008853,13,NAVD88,62,,,,,,NAD83,19710101,03090206,19.712,N,0,
254150080215501,G  -3877,25.6974583,-80.3652778,8.95,NGVD29,92.1,106,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090331,03090202,19.855,N,0,
254150080215502,G  -3902,25.6974583,-80.3653056,8.82,NGVD29,75.5,76,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100126,03090202,19.858,N,0,
254150080215503,G  -3903,25.6974583,-80.3653333,8.92,NGVD29,19.5,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20100127,03090202,19.86,N,0,
255027080225801,G  -3263,25.8412083,-80.382553,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830509,03090206,20.025,N,0,
255027080225802,G  -3263A,25.8412083,-80.382553,3,NAVD88,58,61,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830509,03090206,20.025,N,0,
253819080183201,G  -3610,25.63725,-80.3088889,14.3,NGVD29,110,110,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950918,03090202,20.146,N,0,
255616080180301,G  -3571,25.9377222,-80.3009167,7.4,NGVD29,18.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,20.151,N,0,
255027080231001,G  -3262,25.8412083,-80.3858864,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830503,03090206,20.342,N,0,
255027080231002,G  -3262A,25.8412083,-80.3858864,3,NAVD88,60,61,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830503,03090206,20.342,N,0,
255027080231003,G  -3262B,25.8412083,-80.3858864,3,NAVD88,10,10,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830503,03090206,20.342,N,0,
254222080224002,G  -1020A,25.706491,-80.3775534,8.84,NGVD29,32,,,,,,NAD83,19720101,03090202,20.487,N,0,
255026080231302,G  -3261A,25.8411805,-80.3875253,5,NAVD88,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830413,03090206,20.497,N,0,
255043080231001,G  -3298,25.8456526,-80.3858864,3,NAVD88,9,200,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830921,03090206,20.499,N,0,
255043080231002,G  -3298A,25.8456526,-80.3858864,3,NAVD88,9,30,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830922,03090206,20.499,N,0,
255043080231003,G  -3298B,25.8456526,-80.3858864,3,NAVD88,9,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830922,03090206,20.499,N,0,
255043080231004,G  -3298C,25.8456526,-80.3858864,3,NAVD88,9,120,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830922,03090206,20.499,N,0,
255026080231301,G  -3261,25.8408056,-80.38775,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830411,03090206,20.506,N,0,
255728080085201,G  - 892,25.9664809,-80.1475457,7.81,NGVD29,109,,,,,,NAD83,19590101,03090202,20.675,N,0,
255026080232701,G  -3260,25.8409306,-80.3906088,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830407,03090206,20.783,N,0,
255026080232702,G  -3260A,25.8409306,-80.3906088,3,NAVD88,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830408,03090206,20.783,N,0,
254931080234501,G  -3274,25.8256534,-80.395609,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,20.829,N,0,
254253080230902,G  -1021A,25.7151018,-80.3856092,7.18,NGVD29,32,,,,,,NAD83,19720101,03090202,20.844,N,0,
253902080202501,G  - 553,25.6510833,-80.3383333,12.3,NGVD29,91,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19470101,03090202,20.861,N,0,
253753080184801,G  -1535,25.6317711,-80.3131078,11.60,NGVD29,34,,,,,,NAD83,19710101,03090202,20.888,N,0,
255822080103001,G  -1060,25.9731474,-80.1747688,8.43,NGVD29,12.7,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19610101,03090202,20.996,N,0,
254148080224201,G  - 956,25.6970469,-80.378109,7,NAVD88,20,,,,,,NAD83,,03090206,21.006,N,0,
254255080232802,G  -1022A,25.7156574,-80.390887,6.07,NGVD29,32,,,,,,NAD83,19720101,03090202,21.313,N,0,
254432080240401,G  -3572,25.7424167,-80.4009167,8.3,NGVD29,19.4,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,21.402,N,0,
254200080230501,G  - 962A,25.7003801,-80.3844981,7.11,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,21.409,N,0,
254227080232801,G  - 846A,25.7078799,-80.3908871,7.18,NGVD29,32,,,,,,NAD83,19720101,03090202,21.641,N,0,
254306080235002,G  - 958A,25.7187128,-80.3969983,6,NAVD88,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090206,21.767,N,0,
254156080231801,G  - 845,25.6992691,-80.3881093,7,NAVD88,10,,,,,,NAD83,,03090206,21.788,N,0,
254202080232601,G  - 799,25.7009357,-80.3903316,7.57,NGVD29,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,21.909,N,0,
255026080240301,G  -3259,25.8408333,-80.4026667,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830329,03090206,21.935,N,0,
255026080240302,G  -3259A,25.8408333,-80.4026667,5.1,NGVD29,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830406,03090202,21.935,N,0,
253710080184701,G  -3611,25.6195556,-80.3126111,7.0,NGVD29,100,100,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950821,03090202,21.983,N,0,
254212080233501,G  - 846,25.7037134,-80.3928316,6,NAVD88,10,,,,,,NAD83,,03090206,22.007,N,0,
253713080185201,"G  -5016S Miami-Dade County, FL",25.6202,-80.3145,5.8,NAVD88,80.0,110.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061601,22.028,N,0,
253713080185202,"G  -5016D Miami-Dade County, FL",25.6202,-80.3145,5.8,NAVD88,110.0,110.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061601,22.028,N,0,
253657080183101,G  -3755,25.6163633,-80.3084995,11.1,NGVD29,,97.8,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,22.061,N,0,
254136080232002,G  - 949A,25.6937137,-80.3886649,8.61,NGVD29,32,,,,,,NAD83,19720101,03090202,22.115,N,0,
254937080243101,G  -3275,25.82732,-80.408387,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,22.118,N,0,
254227080234702,G  - 847A,25.7078799,-80.396165,7.58,NGVD29,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,22.128,N,0,
254147080232701,G  - 954,25.6967692,-80.3906094,6,NAVD88,20,,,,,,NAD83,,03090206,22.136,N,0,
253649080182402,G  -3752,25.6142161,-80.3066467,2.34,NGVD29,,53.1,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,22.168,N,0,
253649080182403,G  -3753,25.6142189,-80.3066578,2.41,NGVD29,,93.7,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,22.169,N,0,
253649080182401,G  -3751,25.6141939,-80.3066383,2.21,NGVD29,,10.9,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,22.17,N,0,
253649080182404,G  -3754,25.6142244,-80.3066911,2.46,NGVD29,,24.2,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,22.17,N,0,
253652080183701,G  - 939,25.6149444,-80.3098333,12.6,NGVD29,60.6,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,22.266,N,0,
253718080192301,G  - 860,25.6218889,-80.3228611,10.4,NGVD29,20.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,1959,03090202,22.351,N,0,
254136080232802,G  - 953A,25.6934833,-80.3912,8.39,NGVD29,32,,,,,,NAD83,19720101,03090202,22.353,N,0,
254129080232701,G  - 951,25.6917693,-80.3906094,6,NAVD88,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090206,22.388,N,0,
255026080242901,G  -3283,25.8409306,-80.4078314,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,22.434,N,0,
254200080234702,G  - 848A,25.7003802,-80.396165,8.06,NGVD29,32,,,,,,NAD83,19720101,03090202,22.464,N,0,
254150080234501,G  - 950,25.6976025,-80.3956095,6,NAVD88,20,,,,,,NAD83,,03090206,22.546,N,0,
254150080234702,G  - 849A,25.6976025,-80.3961651,7.86,NGVD29,32,,,,,,NAD83,19720101,03090202,22.596,N,0,
254905080250201,G  -3103,25.8184315,-80.4169984,3,NAVD88,79,,,,,,NAD83,,03090206,22.78,N,0,
254109080233201,G  - 952,25.686214,-80.3919984,9,NAVD88,32,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,22.803,N,0,
255026080244501,G  -3282,25.8409306,-80.412276,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,22.862,N,0,
254130080234501,G  - 551,25.6916667,-80.3960278,8.7,NGVD29,80,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,22.876,N,0,
254148080235802,G  - 967A,25.697047,-80.3992207,7.85,NGVD29,32,,,,,,NAD83,19720101,03090202,22.899,N,0,
254934080250401,G  -3276,25.8264867,-80.417554,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,22.997,N,0,
255003080245701,G  -3277,25.834542,-80.4156095,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,23.003,N,0,
255027080245101,G  -3258,25.8412084,-80.4139427,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830214,03090206,23.031,N,0,
255027080245102,G  -3258A,25.8412084,-80.4139427,3,NAVD88,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830218,03090206,23.031,N,0,
254117080234702,G  - 944A,25.6884362,-80.3961651,9.23,NGVD29,19.6,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,23.053,N,0,
255049080244501,G  -3280,25.8473193,-80.412276,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,23.065,N,0,
254218080241801,G  -3565,25.7051667,-80.4052222,8.5,NGVD29,19,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,23.081,N,0,
254720080253002,G  -3676,25.7876389,-80.4238611,8.3,NGVD29,33,38,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19981124,03090202,23.166,N,0,
254121080235501,G  - 945,25.6895472,-80.3983874,7,NAVD88,20,,,,,,NAD83,,03090206,23.194,N,0,
254127080240001,G  - 551B,25.6917694,-80.3997763,8.02,NGVD29,64.4,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19720101,03090202,23.206,N,0,
255003080250501,G  -3278,25.834542,-80.4178317,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,23.219,N,0,
255049080245201,G  -3279,25.8473193,-80.4142205,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,23.25,N,0,
255027080245501,G  -3253,25.8413889,-80.4162222,5.29,NGVD29,34.5,34.5,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19811120,03090202,23.256,N,0,
255027080245502,G  -3253A,25.8414167,-80.4162222,3,NAVD88,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830222,03090206,23.257,N,0,
255016080250501,G  -3254,25.838153,-80.4178317,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830320,03090206,23.317,N,0,
255016080250502,G  -3254A,25.838153,-80.4178317,3,NAVD88,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830323,03090206,23.317,N,0,
255027080250001,G  -3257,25.8413611,-80.4173889,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830301,03090206,23.367,N,0,
255027080250002,G  -3257A,25.8413611,-80.4173889,3,NAVD88,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830304,03090206,23.367,N,0,
255023080250501,G  -3255,25.8400973,-80.4178317,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830314,03090206,23.373,N,0,
255023080250502,G  -3255A,25.8400973,-80.4178317,3,NAVD88,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830317,03090206,23.373,N,0,
255027080250501,G  -3256,25.8412084,-80.4178317,3,NAVD88,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830307,03090206,23.406,N,0,
255027080250502,G  -3256A,25.8412084,-80.4178317,3,NAVD88,60,60,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19830311,03090206,23.406,N,0,
255117080245101,G  -3281,25.8550968,-80.4139427,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,23.496,N,0,
253442080230302,G  - 244A,25.6620482,-80.3839427,7.98,NGVD29,32,,,,,,NAD83,19720101,03090202,23.552,N,0,
254252080245401,G  -1524,25.7148242,-80.4147766,7.82,NGVD29,29.1,,,,,,NAD83,19700101,03090202,23.59,N,0,
254108080240402,G  - 946A,25.6859363,-80.4008875,8.12,NGVD29,32,,,,,,NAD83,19720101,03090202,23.601,N,0,
255027080251801,G  -3326,25.8412084,-80.4214429,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,23.754,N,0,
254510080255701,"G  -5018S Miami-Dade County, FL",25.7528,-80.4327,5.07,NAVD88,20.0,20.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061500,24.318,N,0,
254510080255702,"G  -5018I Miami-Dade County, FL",25.7528,-80.4327,5.07,NAVD88,40.0,40.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061500,24.318,N,0,
254510080255703,"G  -5018D Miami-Dade County, FL",25.7528,-80.4327,5.07,NAVD88,60.0,60.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,030902061500,24.318,N,0,
255028080254001,G  -3446,25.8414862,-80.4275542,5,NGVD29,,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19870311,03090202,24.353,N,0,
254905080260301,G  -3330,25.8184315,-80.4339433,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19840101,03090206,24.455,N,0,
254421080260201,G  -3439,25.739333,-80.433639,5.9,NGVD29,12.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19870227,03090202,24.676,N,0,
255031080255201,G  -3447,25.8423195,-80.4308876,5.,NGVD29,6,7,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19870311,03090202,24.699,N,0,
254955080260401,G  -3331,25.8323199,-80.434221,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19840101,03090206,24.763,N,0,
255035080255401,G  -3760,25.8416667,-80.4335278,4.5,NGVD29,72.69,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20010213,03090202,24.936,N,0,
255035080255402,G  -3761,25.8416944,-80.4335278,4.8,NGVD29,16.3,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20010213,03090202,24.937,N,0,
255047080260501,G  -3332,25.8467638,-80.4344988,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19840101,03090206,25.178,N,0,
255028080261401,G  -3448,25.8414862,-80.4369989,5.,NGVD29,5,5.5,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19870312,03090202,25.267,N,0,
255028080262501,G  -3449,25.8414862,-80.4400545,5.,NGVD29,5.5,5.5,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19870312,03090202,25.564,N,0,
254557080265401,G  - 607,25.7662113,-80.4481106,6.70,NGVD29,65.4,,,,,,NAD83,,03090202,25.68,N,0,
253527080195401,G  -3886,25.5910833,-80.3317222,10.17,NGVD29,101.4,109.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090902,03090202,25.682,N,0,
255140080260701,G  -3333,25.8614855,-80.4350543,3,NAVD88,40,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19840101,03090206,25.724,N,0,
254013080245901,G  - 447A,25.6706591,-80.4161657,9.26,NGVD29,32,,,,,,NAD83,19720101,03090202,25.761,N,0,
255709080223701,G  - 970,25.9529167,-80.3754444,3.8,NGVD29,15,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,26.147,N,0,
253457080195501,G  -3612,25.5831667,-80.3306111,8.1,NGVD29,62,65,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19950919,03090202,26.367,N,0,
254248080263801,G  -3473,25.7137132,-80.4436662,8.6,NGVD29,20.4,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,26.375,N,0,
253948080250701,G  -3897,25.6632889,-80.418975,8.6,NGVD29,22.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,26.417,N,0,
255036080270501,G  -3818,25.8435556,-80.4511944,5.1,NGVD29,20,20,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20040508,03090202,26.701,N,0,
254217080264501,G -3473R,25.7048611,-80.4458889,7.18,NAVD88,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090206,26.898,N,0,
253549080214101,S  - 182A,25.597083,-80.363361,11.0,NGVD29,33.0,51.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19370101,03090202,27.014,N,0,
255358080260901,G  -3567,25.9000556,-80.4358333,6.6,NGVD29,18.7,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,27.508,N,0,
254022080263601,G  -3561,25.6735278,-80.4430833,10.6,NGVD29,19.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,27.995,N,0,
255208080274001,G  - 975,25.8699944,-80.4564056,4.8,NGVD29,15,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,28.054,N,0,
254111080272501,G  -3555,25.6866667,-80.4566944,8.30,NGVD29,19,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,28.633,N,0,
254152080274501,G  -3554,25.6981944,-80.4623889,10.3,NGVD29,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,28.704,N,0,
253522080225101,G  -3889,25.5895556,-80.3808889,10,NAVD88,106.0,106.0,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20090610,03090206,28.787,N,0,
254830080284201,G  -1488,25.8185278,-80.4823333,7.4,NGVD29,20,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,19700101,03090202,29.254,N,0,
254213080281501,G  -3556,25.7038056,-80.471,6.8,NGVD29,19.10,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,29.319,N,0,
254334080284401,G  -3558,25.7270722,-80.4793972,7.20,NGVD29,19,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,29.445,N,0,
254152080282101,G  -3553,25.6981389,-80.4726667,6.2,NGVD29,19.90,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,29.677,N,0,
254152080282601,G  -3898,25.6980056,-80.4738,7,NGVD29,22.8,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,29.789,N,0,
254038080280201,G  - 855,25.677806,-80.466444,7.9,NGVD29,20.0,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,29.918,N,0,
254108080231301,G  -3560,25.6852778,-80.4700278,8.62,NGVD29,19.5,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,29.929,N,0,
253419080223701,G  -3899,25.5719222,-80.377125,8.54,NGVD29,20.6,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,30.061,N,0,
253334080213601,G  -3702,25.5598056,-80.3596111,5.3,NGVD29,83,85,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,19990517,03090202,30.125,N,0,
255707080255001,G  -1637,25.9521111,-80.4295,5.9,NGVD29,26,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,,NAD83,,03090202,30.126,N,0,
253335080213501,G -3967,25.5598361,-80.3597278,7.04,NGVD29,46.0,65,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20140519,03090202,30.129,N,0,
253417080224301,G  -3968,25.5713667,-80.3786472,6.34,NGVD29,45,47,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20140414,03090202,30.204,N,0,
254138080284401,G  -3552,25.6942778,-80.4786667,7.4,NGVD29,19.4,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,30.386,N,0,
253413080225301,G  -3969,25.5703972,-80.3814639,10.46,NGVD29,47.7,48.5,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,20140416,03090202,30.464,N,0,
255600080270001,G  - 968,25.9355556,-80.4471111,6.4,NGVD29,50,,112BSCNN,Biscayne Limestone Aquifer,N400BISCYN,U,NAD83,,03090202,30.485,N,0,
253249080205201,G  -3130,25.5473298,-80.3475536,3,NAVD88,14.5,,,,,,NAD83,,03090202,30.658,N,0,
